stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,level_id
150,,Belvedere Towers (Rapid Metro),,28.492065,77.088142,,,0,,,0,,
151,,Cyber City (Rapid Metro),,28.49805213132761,77.08916578393067,,,0,,,0,,
152,,Moulsari Avenue (Rapid Metro),,28.500800607865745,77.09462744475162,,,0,,,0,,
153,,Phase 3 (Rapid Metro),,28.49349317965224,77.09364120080193,,,0,,,0,,
154,,IGI Airport,,28.554869,77.087921,,,0,,,0,,
155,,Delhi Aerocity,,28.548792,77.120743,,,0,,,0,,
156,,Dhaula Kuan,,28.591776,77.161545,,,0,,,0,,
157,,Shivaji Stadium,,28.628885840801377,77.2112714175978,,,0,,,0,,
158,,Delhi Gate,,28.639215940420275,77.24078735613436,,,0,,,0,,
159,,Jama Masjid,,28.650011078900725,77.23767504994646,,,0,,,0,,
160,,Lal Quila,,28.657576,77.236595,,,0,,,0,,
161,,Okhla Bird Sanctuary,,28.552816,77.321564,,,0,,,0,,
162,,Kalindi Kunj,,28.542835,77.310173,,,0,,,0,,
163,,Jasola Vihar Shaheen Bagh,,28.546005,77.296715,,,0,,,0,,
164,,Okhla Vihar,,28.561255,77.291916,,,0,,,0,,
165,,Jamia Millia Islamia,,28.562944,77.286209,,,0,,,0,,
166,,Sukhdev Vihar,,28.559887,77.275116,,,0,,,0,,
167,,Okhla NSIC,,28.554575,77.26487,,,0,,,0,,
168,,Phase-I (Rapid Metro),,28.47142639136275,77.09394043085233,,,0,,,0,,
169,,Sector 42-43 (Rapid Metro),,28.457424793063577,77.09695472849135,,,0,,,0,,
170,,Sector 53-54 (Rapid Metro),,28.446374057987597,77.1004685903172,,,0,,,0,,
171,,Sector 54 Chowk (Rapid Metro),,28.43301541808908,77.10492773222778,,,0,,,0,,
172,,Sector 55-56 (Rapid Metro),,28.423344446329637,77.10511942500443,,,0,,,0,,
173,,Majlis Park,,28.724157,77.182068,,,0,,,0,,
174,,Shalimar Bagh,,28.70182,77.165184,,,0,,,0,,
175,,Shakurpur,,28.685781,77.149651,,,0,,,0,,
176,,Punjabi Bagh West,,28.672747,77.139183,,,0,,,0,,
177,,ESI Basai Darapur,,28.658159,77.127319,,,0,,,0,,
178,,Mayapuri,,28.637098,77.129738,,,0,,,0,,
179,,Naraina Vihar,,28.624121,77.136482,,,0,,,0,,
180,,Delhi Cantt.,,28.608641,77.140373,,,0,,,0,,
181,,Durgabai Deshmukh South Campus,,28.589376,77.169518,,,0,,,0,,
182,,Nehru Enclave,,28.545856,77.25116,,,0,,,0,,
183,,Greater Kailash,,28.541836,77.238243,,,0,,,0,,
184,,Chirag Delhi,,28.541229,77.229385,,,0,,,0,,
185,,Panchsheel Park,,28.542339,77.220512,,,0,,,0,,
186,,IIT,,28.547000119674248,77.19455788261095,,,0,,,0,,
187,,RK Puram,,28.55037403022561,77.18553650265056,,,0,,,0,,
